경락일시,도매시장,법인,부류,품목,품종,출하지,규격,거래량,경락가
2020-02-28 02:13:57,서울가락,한국청과㈜,과일과채류,참외,기타참외,경상북도 성주군,10kg 상자,10,55000
2020-02-28 02:13:57,서울가락,㈜중앙청과,과일과채류,딸기,장희,경상남도 산청군,2kg 상자,8,7000
2020-02-28 02:13:56,서울가락,서울청과㈜,과일과채류,방울토마토,대추방울,,3kg 상자,35,23000
2020-02-28 02:13:56,서울가락,서울청과㈜,과일과채류,딸기,장희,,2kg 상자,5,14000
2020-02-28 02:13:56,서울가락,동화청과㈜,과일과채류,토마토,대저토마토,부산 강서구,2.5kg 상자,7,7500
2020-02-28 02:13:55,서울가락,㈜중앙청과,과일과채류,방울토마토,대추방울,충청남도 논산시,3kg 상자,20,14000
2020-02-28 02:13:54,서울가락,서울청과㈜,과일과채류,딸기,장희,,2kg 상자,10,12000
2020-02-28 02:13:53,서울가락,서울청과㈜,과일과채류,방울토마토,대추방울,,3kg 상자,40,24000
2020-02-28 02:13:53,서울가락,㈜중앙청과,과일과채류,딸기,장희,경상남도 산청군,1.5kg 상자,1,7000
2020-02-28 02:13:53,서울가락,서울청과㈜,과일과채류,딸기,장희,,2kg 상자,17,14000
2020-02-28 02:13:52,서울가락,㈜중앙청과,과일과채류,방울토마토,대추방울,충청남도 논산시,3kg 상자,30,17000
2020-02-28 02:13:51,서울가락,㈜중앙청과,과일과채류,딸기,장희,경상남도 산청군,1.5kg 상자,3,12000
2020-02-28 02:13:51,서울가락,서울청과㈜,과일과채류,딸기,장희,,2kg 상자,45,15000
2020-02-28 02:13:50,서울가락,서울청과㈜,과일과채류,방울토마토,대추방울,,3kg 상자,42,23000
2020-02-28 02:13:49,서울가락,㈜중앙청과,과일과채류,방울토마토,대추방울,충청남도 논산시,3kg 상자,10,17000
2020-02-28 02:13:49,서울가락,서울청과㈜,과일과채류,딸기,장희,,2kg 상자,7,12000
2020-02-28 02:13:48,서울가락,동화청과㈜,과일과채류,토마토,대저토마토,부산 강서구,2.5kg 상자,29,10000
2020-02-28 02:13:47,서울가락,서울청과㈜,과일과채류,방울토마토,대추방울,,3kg 상자,6,20000
2020-02-28 02:13:47,서울가락,서울청과㈜,과일과채류,딸기,장희,,2kg 상자,6,14000
2020-02-28 02:13:46,서울가락,㈜중앙청과,과일과채류,딸기,장희,경상남도 산청군,1.5kg 상자,4,16000
2020-02-28 02:13:45,서울가락,서울청과㈜,과일과채류,딸기,장희,,2kg 상자,36,17000
2020-02-28 02:13:45,서울가락,동화청과㈜,과일과채류,토마토,대저토마토,부산 강서구,2.5kg 상자,40,8500
2020-02-28 02:13:44,서울가락,㈜중앙청과,과일과채류,딸기,장희,경상남도 산청군,1.5kg 상자,2,18000
2020-02-28 02:13:43,서울가락,㈜중앙청과,과일과채류,방울토마토,대추방울,충청남도 논산시,3kg 상자,6,12000
