경락일시,도매시장,법인,부류,품목,품종,출하지,규격,거래량,경락가
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,1,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,1,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,1,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,4,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,8,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,11,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,29000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,11,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,28,8000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,2,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,3,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,4,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,3,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,3,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,4,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,20000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,9,17000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,27,17000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,25,25000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,27,20000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,몽키,필리핀,6kg 상자,1,30000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,29000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,12,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,1,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,8,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,4,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,9,17000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,23000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,24000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,25000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,27,20000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,29000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,81,17000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,25000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,26,24000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,54,20000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,25000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,108,20000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,페루,13kg 상자,108,15000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,20000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,46,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,44,12000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,109,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,12,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,4,10000
2020-02-26 15:58:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,69,12000
2020-02-26 15:55:12,서울가락,서울청과㈜,과실류,파인애플,골드,필리핀,12kg 상자,15,22000
2020-02-26 15:55:12,서울가락,서울청과㈜,과실류,파인애플,골드,필리핀,12kg 상자,14,22000
2020-02-26 15:53:19,서울가락,서울청과㈜,과실류,아보카도,아보카도,멕시코,11kg 상자,7,20000
2020-02-26 15:53:19,서울가락,서울청과㈜,과실류,아보카도,아보카도,멕시코,11kg 상자,6,20000
2020-02-26 15:53:19,서울가락,서울청과㈜,과실류,아보카도,아보카도,멕시코,11kg 상자,1,20000
2020-02-26 15:53:19,서울가락,서울청과㈜,과실류,파인애플,골드,필리핀,12kg 상자,1,22000
2020-02-26 15:53:19,서울가락,서울청과㈜,과실류,레몬,레몬,미국,17kg 상자,54,50000
2020-02-26 15:53:19,서울가락,서울청과㈜,과실류,아보카도,아보카도,멕시코,11kg 상자,11,20000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,페루,13kg 상자,108,15000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,20000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,9,17000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,1,17000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,26,17000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,25000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,몽키,필리핀,5kg 상자,1,15000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,29000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,27,20000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,25000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,27,20000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,29000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,27,20000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,3,12000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,6,10000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,29,10000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,29000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,20000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,108,20000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,25000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,54,20000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,23000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,70,12000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,81,17000
2020-02-26 15:51:04,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,18000
2020-02-26 15:47:33,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,45,62000
2020-02-26 15:47:33,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,45,64000
2020-02-26 15:44:26,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,25,66000
2020-02-26 15:44:26,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,27,56000
2020-02-26 15:44:26,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,25,68000
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,50,45000
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,100,55000
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,54,48000
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,아보카도,아보카도,멕시코,5kg 상자,15,45600
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,블루베리,하니베리,칠레,1.5kg 상자,30,16080
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,레몬,레몬,미국,17kg 상자,54,47000
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,50,53000
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,100,52000
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,아보카도,아보카도,멕시코,5kg 상자,27,10000
2020-02-26 15:44:19,서울가락,서울청과㈜,과실류,아보카도,아보카도,멕시코,5kg 상자,15,45600
2020-02-26 15:43:21,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,52,29000
2020-02-26 15:43:03,서울가락,서울청과㈜,과실류,바나나,바나나,페루,13kg 상자,20,32000
2020-02-26 15:41:48,서울가락,서울청과㈜,과실류,망고,망고,캄보디아,5kg 상자,36,30000
2020-02-26 15:41:48,서울가락,서울청과㈜,과실류,망고,망고,캄보디아,5kg 상자,5,30000
2020-02-26 15:40:27,서울가락,서울청과㈜,과실류,오렌지,네블,미국,17kg 상자,50,65000
2020-02-26 15:40:16,서울가락,서울청과㈜,과실류,파인애플,골드,필리핀,11.5kg 상자,15,23000
2020-02-26 15:40:16,서울가락,서울청과㈜,과실류,파인애플,골드,필리핀,11.5kg 상자,41,20000
2020-02-26 15:40:16,서울가락,서울청과㈜,과실류,파인애플,골드,필리핀,11.5kg 상자,20,23000
2020-02-26 15:40:16,서울가락,서울청과㈜,과실류,파인애플,골드,필리핀,11.5kg 상자,65,23000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,84,12000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,22,10000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,페루,13kg 상자,108,15000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,24000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,23000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,2,12000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,19000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,79,17000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,8,17000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,54,20000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,베트남,13kg 상자,106,20000
2020-02-26 15:39:00,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,24000
2020-02-26 15:36:18,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,60,22000
2020-02-26 15:36:18,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,60,18000
2020-02-26 15:35:46,서울가락,서울청과㈜,과실류,바나나,바나나,페루,13kg 상자,24,32000
2020-02-26 15:35:38,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,60,22000
2020-02-26 15:35:38,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,10,22500
2020-02-26 15:35:38,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,60,18000
2020-02-26 15:35:38,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,30,22500
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,30,26000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,24,25000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,아보카도,아보카도,멕시코,5kg 상자,10,39000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,아보카도,아보카도,멕시코,5kg 상자,20,43200
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,파인애플,골드,필리핀,12kg 상자,70,17000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,12,26000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,27,20000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,22000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,53,20000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,54,20000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,바나나,바나나,필리핀,13kg 상자,108,20000
2020-02-26 15:32:53,서울가락,서울청과㈜,과실류,파인애플,골드,필리핀,12kg 상자,20,20000
2020-02-26 13:47:57,서울가락,서울청과㈜,양채류,피망(단고추),기타피망(단고추),,.2kg 상자,60,3500
2020-02-26 13:47:57,서울가락,서울청과㈜,서류,고구마,밤고구마,,2kg 상자,1000,5600
2020-02-26 13:47:57,서울가락,서울청과㈜,양채류,콜라비(순무양배추),콜라비(일반),,.5kg 상자,160,1400
2020-02-26 13:47:57,서울가락,서울청과㈜,양채류,방울양배추(스프로스),방울양배추(스프로스),,.2kg 상자,190,2200
2020-02-26 13:47:57,서울가락,서울청과㈜,버섯류,새송이,새송이,,.2kg 상자,180,720
2020-02-26 13:47:57,서울가락,서울청과㈜,버섯류,새송이,새송이,,.2kg 상자,139,680
2020-02-26 13:47:57,서울가락,서울청과㈜,버섯류,표고버섯,표고버섯(일반),,.2kg 상자,65,1400
2020-02-26 13:47:57,서울가락,서울청과㈜,버섯류,양송이,양송이,,.1kg 상자,80,1450
2020-02-26 13:47:57,서울가락,서울청과㈜,버섯류,양송이,양송이,,.1kg 상자,50,1450
2020-02-26 13:47:57,서울가락,서울청과㈜,버섯류,기타,버섯류기타,,.1kg 상자,10,1400
2020-02-26 13:47:57,서울가락,서울청과㈜,버섯류,기타,버섯류기타,,.2kg 상자,190,2950
2020-02-26 13:47:57,서울가락,서울청과㈜,서류,감자,수미,,.8kg 상자,100,1500
2020-02-26 13:47:57,서울가락,서울청과㈜,근채류,당근,당근(일반),,.5kg 상자,169,1100
2020-02-26 13:47:57,서울가락,서울청과㈜,근채류,연근,기타연근,,.4kg 상자,35,3300
2020-02-26 13:47:57,서울가락,서울청과㈜,산채류,마,마(일반),,.4kg 상자,15,3800
2020-02-26 13:47:57,서울가락,서울청과㈜,서류,고구마,밤고구마,,2.5kg 상자,1200,6000
2020-02-26 13:47:57,서울가락,서울청과㈜,근채류,당근,당근(일반),,.2kg 상자,160,650
2020-02-26 13:47:57,서울가락,서울청과㈜,엽경채류,양배추,양배추,,.4kg 상자,210,1300
2020-02-26 13:47:57,서울가락,서울청과㈜,엽경채류,시금치,시금치,,.2kg 상자,115,1400
2020-02-26 13:47:57,서울가락,서울청과㈜,양채류,브로코리(녹색꽃양배추),브로코리(일반),,.2kg 상자,160,2500
2020-02-26 13:47:57,서울가락,서울청과㈜,조미채소류,대파,대파(일반),,.3kg 상자,210,750
2020-02-26 13:47:57,서울가락,서울청과㈜,조미채소류,양파,만생양파,,.8kg 상자,640,1200
2020-02-26 13:47:57,서울가락,서울청과㈜,근채류,당근,당근(일반),,.6kg 상자,20,2000
2020-02-26 13:47:57,서울가락,서울청과㈜,엽경채류,우엉대,우엉대(일반),,.3kg 상자,25,2500
2020-02-26 13:47:57,서울가락,서울청과㈜,양채류,비트(붉은사탕무우),비트(일반),,.4kg 상자,134,2500
2020-02-26 13:47:57,서울가락,서울청과㈜,근채류,당근,당근(일반),,.2kg 상자,126,2500
2020-02-26 13:47:57,서울가락,서울청과㈜,과채류,오이,취청,,.5kg 상자,80,2200
2020-02-26 13:47:47,서울가락,서울청과㈜,과실류,참다래(키위),그린,,.7kg 상자,20,7500
2020-02-26 13:47:47,서울가락,서울청과㈜,과실류,단감,기타단감,,1.5kg 상자,30,7000
2020-02-26 13:47:47,서울가락,서울청과㈜,과일과채류,방울토마토,대추방울,,2.5kg 상자,20,14000
2020-02-26 13:47:47,서울가락,서울청과㈜,과실류,배,신고,,1.4kg 상자,80,7000
2020-02-26 13:37:12,서울가락,서울청과㈜,서류,고구마,밤고구마,,.8kg 상자,50,2000
2020-02-26 13:37:12,서울가락,서울청과㈜,조미채소류,대파,대파(일반),,1kg 상자,100,1150
2020-02-26 13:37:12,서울가락,서울청과㈜,서류,고구마,밤고구마,,.8kg 상자,50,2000
2020-02-26 13:37:12,서울가락,서울청과㈜,조미채소류,대파,대파(일반),,1kg 상자,300,1150
2020-02-26 13:37:12,서울가락,서울청과㈜,서류,고구마,밤고구마,,.8kg 상자,100,2000
2020-02-26 13:37:12,서울가락,서울청과㈜,조미채소류,대파,대파(일반),,1kg 상자,200,1150
2020-02-26 13:37:12,서울가락,서울청과㈜,서류,고구마,밤고구마,,.8kg 상자,70,2000
2020-02-26 13:37:12,서울가락,서울청과㈜,조미채소류,대파,대파(일반),,1kg 상자,800,1150
2020-02-26 13:37:12,서울가락,서울청과㈜,서류,고구마,밤고구마,,.8kg 상자,204,2000
2020-02-26 13:37:12,서울가락,서울청과㈜,조미채소류,대파,대파(일반),,1kg 상자,200,1150
2020-02-26 13:36:32,서울가락,서울청과㈜,과일과채류,딸기,설향,,.5kg 상자,120,5500
2020-02-26 13:36:32,서울가락,서울청과㈜,과실류,곶감,감말랭이,,.4kg 상자,20,6000
