y_test,y_pred
0.31693094167259206,0.29303172
0.36339399005715944,0.2962162
0.3474408480082404,0.30822936
0.33053763274584097,0.31167832
0.28919783380576036,0.31084573
0.3191550323831025,0.30376238
0.27971028210187776,0.3173337
0.36402941009720113,0.30110303
0.25232069802839097,0.30636668
0.3051470346382904,0.29020593
0.3322186816068046,0.29095697
0.26940252508906465,0.29495323
0.2865136508229851,0.27673453
0.2750544492922856,0.27193427
0.29033043684135024,0.2758694
0.2886571893092964,0.27674317
0.3525207078093636,0.2802355
0.2579386859578394,0.30019745
0.2678296481845559,0.28713974
0.19827828608515097,0.27381152
0.1901062089748769,0.25015363
0.2284578008959861,0.23475648
0.24066833639372792,0.23717895
0.17197790628468917,0.24287398
0.20203338567429896,0.23960786
0.17552131509495184,0.22636917
0.18982578051436905,0.21278547
0.21085313067224026,0.20869517
0.1810563235562549,0.21232279
0.175252508240279,0.23070112
0.16868009974135384,0.21597359
0.17825484702550043,0.20458698
0.11755997593532447,0.22289434
0.09782715672342363,0.20569935
0.11437967599565052,0.18067177
0.06266843650454809,0.15911119
0.056471407108937055,0.12860473
0.1171698695965539,0.10100738
0.04272641123137716,0.0989217
0.05815097755053952,0.090974584
0.05782885202597324,0.08827684
0.060680890180732694,0.087518126
0.09816119328709155,0.09092501
0.07886858408767064,0.10075139
0.06323123534616523,0.10716657
0.06427393837071449,0.108836725
0.08559676289208054,0.109696925
0.07094428528068056,0.120027274
0.11495094776705927,0.12140367
0.0567449404574909,0.12797059
0.07447959566897855,0.12216823
0.09507953282976214,0.11767905
0.08785403736264319,0.11846287
0.10549394749829016,0.12676862
0.063504552811643,0.11901832
0.03025603241140809,0.11018853
0.06228687473185385,0.09934235
0.043517809862264945,0.09776823
0.0703641506966827,0.09700445
0.05199255432810032,0.10771408
0.036562327797552197,0.10522916
0.05672741535986611,0.100618966
0.06325525627971423,0.09923583
0.08088723987048074,0.101967946
0.10398504287926852,0.10816513
0.1720137101285492,0.12982343
0.12638479345296705,0.13989899
0.12789475818633073,0.14110355
0.12928221043936705,0.13893974
0.18819406684162754,0.13961215
0.2168539987561552,0.14910574
0.26158440310102354,0.18798427
0.16203041394428203,0.19493268
0.1706116932115484,0.23037097
0.17303677600728612,0.19233246
0.14149642381584815,0.16983011
0.18498139560479493,0.1636642
0.16186031949361035,0.17079177
0.15611013566323534,0.19577837
0.1709652895147743,0.19061972
0.27279632527196396,0.18992826
0.21803868268500343,0.2213136
0.3460027792930516,0.23040058
0.23937155765800172,0.2662306
0.22696148239036612,0.26450267
0.32191023176710293,0.27521822
0.2539321122634878,0.3772312
0.34400989927985315,0.40475693
0.31595145495531335,0.30808324
0.2515335842682814,0.28994343
0.19974349387591173,0.33576998
0.19127110684262533,0.2728057
0.17491492414429588,0.2585027
0.2823833561601883,0.26094735
0.4433123548240808,0.2766958
0.32695358378157297,0.36598745
0.25818199170948203,0.34924364
0.2642020717877832,0.32317406
0.3528075834027987,0.31444904
0.4865628521484928,0.3405356
0.03337040505950692,0.39981273
0.43316970324035986,0.29044276
0.26989205168132846,0.35622066
0.27297762979500184,0.33759752
0.35682463434031886,0.33288664
0.31042180405215813,0.34883067
0.3805969576342252,0.33784345
0.4079719120082477,0.3539365
0.34750080662509797,0.36867127
0.3153877238546489,0.3542181
0.43537329011391823,0.34259117
0.4859455877960006,0.37584192
0.5536878419136785,0.39493334
0.3590433605183171,0.43197003
0.3737827855001239,0.38208413
0.3545282860248684,0.36007014
0.352395178301794,0.38760749
0.40679562761945476,0.3439835
0.3932327244742514,0.34576622
0.2965523189201547,0.35378537
0.24788847356151933,0.33158115
0.35381361434835523,0.30887926
0.3349590230130005,0.32528204
0.3863344320064186,0.33378372
0.3718804213594332,0.3547394
0.40157862952007073,0.3591886
0.3869663337772957,0.38999927
0.44226857407181797,0.38764006
0.39514702108054534,0.40552098
0.4030359921278721,0.40729398
0.40251804350775,0.39273626
0.368455919887711,0.37572733
0.3373001100221419,0.3607159
0.3382914129520884,0.343716
0.37748000174490837,0.33393636
0.45991934135098533,0.38172826
0.6446980927597291,0.37733382
0.6215401938848383,0.43108222
0.4561136462557177,0.4759614
0.4947369325690891,0.50656116
0.5776071501900631,0.48129216
0.381641470663618,0.46355945
0.37818750148433167,0.4074633
0.4656652973144847,0.38141787
0.39186457852282763,0.39255303
0.3529233258208614,0.37289095
0.3708818437044188,0.35179573
0.315337487599301,0.34693503
0.42809499870376655,0.336749
0.4512636384925027,0.36108747
0.4630211082716843,0.378238
0.5254435403682564,0.3893824
0.40516574000349315,0.40963972
0.3196663660586043,0.38131088
0.35434565117105865,0.33135733
0.36182186821641793,0.31180993
0.37961679727732034,0.30135554
0.33764679296570266,0.2992245
0.3569601866925032,0.28863654
0.3144796345104821,0.2862029
0.3055995038474029,0.270672
0.24041797859403924,0.263441
0.2824047416411294,0.2504053
0.25574595617324686,0.3006376
0.2355036381561026,0.2611569
0.2656272660470392,0.24373224
0.21853499546011335,0.26348838
0.281119988933403,0.2412242
0.29712707906859764,0.24956273
0.27238349247774335,0.2678388
0.21469185216696307,0.27377298
0.2400401232007664,0.26143995
0.13740541760031122,0.25192887
0.14821631219323406,0.21022935
0.1839729027774909,0.1865113
0.18254519980132988,0.1820302
0.14321027264127667,0.17201555
0.1502763443454972,0.1631049
0.14152527592045056,0.16400601
0.16258860220431592,0.16338195
0.11961910208720844,0.16549547
0.1049936129714657,0.15587384
0.1316724005150004,0.14084074
0.09858080018468018,0.13255979
0.08945088661805609,0.11710874
0.10122909438675315,0.09917654
0.09415716354035164,0.0901249
0.08359215734136632,0.07603962
0.09175661745717256,0.06892127
0.0824855851568857,0.08009443
0.09830971190277732,0.0856843
0.12012000828472741,0.094232254
0.1279164687349612,0.099369384
0.12240574037428548,0.1100225
0.09969343600881436,0.114867955
0.10673627660601842,0.10869804
0.13874556832290463,0.13011315
0.14774387968102803,0.15244068
0.1489033916301437,0.14914352
0.13115170198634202,0.143885
0.10786426907641167,0.13536723
0.1269959057603553,0.1276494
0.12337148816538906,0.13083906
0.11573552544511923,0.13122474
0.11507915149691222,0.13030054
0.10456532793286855,0.1334644
0.14429318665304403,0.13572825
0.12305140544986892,0.1442444
0.1426419488602576,0.14911468
0.13424303138993304,0.15657869
0.13857503075192912,0.1629823
0.11528712768977922,0.16945969
0.155789253369223,0.16944273
0.1545410339272844,0.17485225
0.15978356902401686,0.18036729
0.12111273186071086,0.18720227
